country,total_cases,new_cases,total_deaths,new_deaths,excess_mortality,hosp_patients,weekly_hosp_admissions,icu_patients,weekly_icu_admissions,stringency_index,reproduction_rate,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,population,population_density,median_age,life_expectancy,gdp_per_capita,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,human_development_index
Sierra Leone,5863.358930602958,4.542093287827076,102.71786120591581,0.07171314741035857,,,,,,42.7331295620438,0.6636131767109295,410048.625,,0.04181199836082474,2291.4590242372883,2965013.476923077,2072395.6470588236,1621317.119402985,319178.375,3990.5,8276808.0,114.66899,19.04,60.0624,1634.7638,26.062035,2.1,,0.45799999999999996
Singapore,1348167.6706484642,1709.985779294653,1049.4351535836176,1.1513083048919226,10.22,,267.2692307692308,,6.346153846153846,43.58701642335767,1.0520230250481697,,94795.45454545454,10.714242603896103,16.100783794155845,9443009.515015015,4033467.5583224115,3774705.9515072084,1952940.5945945946,22179.219879518074,5649886.0,7868.9220000000005,34.878,82.7545,108036.11,,11.6,2.49,0.949
Slovakia,1145487.1746302617,1071.6126279863481,14434.412400455063,12.08703071672355,13.781291866028708,1011.5764388489208,360.8911917098446,135.08762420957544,25.512953367875646,38.97985401459854,0.9855468105986261,25021103.098927293,61070.89630512515,5.803877510699284,179.60160450596658,3977493.1710526315,1967650.7236842106,1780636.7631578948,285503.5263157895,,5473194.0,113.83515,40.904,74.91009999999999,33176.184,0.10148099,5.8,5.7,0.855
Slovenia,782587.6490329921,773.5403868031855,6293.080773606371,5.639362912400455,7.298086124401913,327.2533572068039,221.52469135802468,65.48522829006266,36.91139240506329,40.581213503649636,1.0560941463414635,1519944.6381733022,6248.680327868852,15.431326690016073,57.65878811601423,1832894.0444444444,888883.1617100372,805469.2354048964,356853.27605633804,5677.973333333333,2115230.0,105.04509,43.497,80.6904,41015.227000000006,0.0,5.8,4.43,0.926
Solomon Islands,12500.007963594995,14.763367463026166,94.63708759954494,0.11319681456200227,,,,,,36.55576642335767,0.32622985507246377,,,,,251576.5,163076.05357142858,88255.24074074074,10012.736842105263,,781075.0,27.905502,20.03,70.3477,2247.785,26.564884,19.8,1.4,0.562
Somalia,19398.91069397042,15.54835039817975,970.5290102389079,0.7741751990898749,,,,,,29.884972627737227,0.5768449494949495,465117.6666666667,,0.7371523486310679,471.0136953452381,2205332.261904762,1801114.9518072288,1343011.4578313252,14067.0,5327.428571428572,17801893.0,28.376785,15.371,55.2803,1448.5568,,6.5,0.87,0.38000000000000006
South Africa,2863157.7406143346,2316.730944254835,75272.76962457338,58.358930602957905,14.697607655502393,6145.780986762937,4457.017094017094,803.6540664375716,,43.855291970802924,1.0223839215686275,11533898.280487806,31130.810539523212,12.121638644769051,19.209558091696323,25155394.53432282,15621670.06870229,14294804.292275574,3091527.212903226,46438.12296983759,62378419.0,51.421097,27.919,62.341,13478.754,20.492558,10.800000000000002,,0.717
South Korea,16246688.444254834,19665.456769055745,18427.031854379977,20.440273037542664,7.228469387755102,3510.0522388059703,3514.615711252654,307.31519699812384,382.6619718309859,40.7510401459854,1.0725852913085003,24124226.941792782,116728.1164144354,6.3762477774242425,134.31448426946386,83328169.33333333,33766393.14351145,30645273.05801527,19590581.89296636,198743.07668711655,51782514.0,530.55853,43.944,83.6978,45560.125,0.0,6.8,12.43,0.929
South Sudan,13134.502275312856,10.720705346985211,112.21501706484642,0.08361774744027303,,,,,,40.3363594890511,0.7355899896800826,141394.76136363635,692.964705882353,3.6296961581510576,74.72710847656968,1152996.8988764044,1116102.3370786516,1077697.2808988765,278847.55555555556,2496.3333333333335,11021175.0,17.4405,17.59,54.9752,,67.32727,6.5,,0.381
Spain,8797833.287258249,10905.101404056162,90880.15756541524,95.04836193447738,8.617751196172248,6194.103349282296,5341.0750721847935,1060.6,502.8075072184793,44.95896897810219,1.1484472007722009,41747828.21212121,112923.84,11.59091651262136,19.31289159101942,55037518.43148688,27451319.289017342,25294756.24778761,16490912.046357617,287515.5707762557,47828386.0,95.70784,44.392,83.01,40223.01,0.5642503,10.300000000000002,2.9700000000000006,0.911
Sri Lanka,451981.6245733788,382.7127417519909,10982.057451649602,9.617178612059158,,,,,,51.21667883211679,0.9871704142011835,3318214.3,9156.005952380952,5.825124669763314,59.0755310557971,19785007.94072165,10152004.541666666,9428552.545454545,5769915.836065574,100266.42686567164,22834964.0,369.1394,32.561,76.3991,12200.138000000003,0.9586125600000001,11.3,4.15,0.78
Sudan,46138.30546075085,36.401023890784984,3521.994880546075,2.8703071672354947,,,,,,29.446359489051094,0.830580121703854,562941.0,,,,5418522.348837209,3655062.8205128205,2761140.8684210526,890787.3333333334,15190.666666666666,49383343.0,26.43648,18.12,65.2667,3570.6074,15.26306,18.9,0.7399999999999999,0.516
Suriname,53028.12229806599,46.930034129692835,933.4880546075085,0.7997724687144482,18.141666666666666,,,,,54.247481751824814,0.8822330851063829,34599.21363636364,382.6545454545454,51.48949992070175,2.6245859855319766,305323.9406779661,184852.15384615384,119655.11111111111,46021.307692307695,2119.4074074074074,623173.0,3.9946988,27.865,70.2743,15047.614000000001,1.1043117,12.7,3.0,0.69
Sweden,1764606.0022753128,1572.9260523321957,17480.87087599545,15.930602957906713,5.692535885167464,807.3185185185185,,111.34457611668186,,36.689361313868616,1.1440130813953489,9622971.834951457,25530.631067961163,11.00612600675,20.324460954166668,19610884.25,6249409.48245614,5690732.745614035,9073516.8,69531.0,10487333.0,25.749462,39.728,82.98330000000001,55359.344,0.6292847,5.0,2.14,0.952
Switzerland,2587484.1689419793,2541.5494880546075,10578.78896473265,8.060295790671217,7.974401913875599,913.5168439716313,429.1485053037608,132.28546099290782,,36.35805656934306,1.1093229428848015,8573799.357048748,28033.90513833992,12.454591628878628,33.96367647862797,12047354.25643897,4938510.0806271,,2501984.790593505,19632.499419279906,8792180.0,222.5326,41.961,83.98720000000002,72278.21,0.037200913,4.6,4.63,0.967
Syria,39431.216154721275,32.66382252559727,2242.1058020477817,1.799203640500569,,,,,,37.512381386861314,0.9769264705882353,165124.5,,11.781569207126438,40.5916580137931,2745881.9215686275,1858098.391304348,1187393.9166666667,40838.05263157895,51211.5,22462170.0,122.32298,21.588,72.0627,,24.835932,14.9,1.4,0.557
Tajikistan,14705.255403868032,10.117178612059158,104.36234357224119,0.07110352673492605,16.185555555555556,,,,,27.879781021897813,0.3824157245632066,,,,,5307817.015384615,2482616.671875,1983280.84375,2784408.0714285714,62372.5,10182229.0,73.36428,21.742,71.5942,4137.278,6.114529,6.6,4.67,0.679
Tanzania,26236.722411831626,24.609215017064848,556.216723549488,0.4812286689419795,,,,,,14.956158759124088,0.1621489898989899,441724.5,,3.617316375,36.79327478571429,15923514.138888888,14565393.121212121,12062564.944444444,3585681.5,,64711821.0,73.054665,17.124,66.2007,2623.8616,44.94932,12.3,,0.532
Thailand,2805570.268486917,2733.997154240182,20576.551763367464,19.8030734206033,9.815624999999999,,,,,42.96381386861314,0.9879897360703812,7801672.572562358,28042.86054421769,11.1230617925873,402.12015142176404,85134654.3813084,38598876.992523365,33127757.171962615,17668203.756157637,244797.31923076924,71735320.0,140.41246,39.194,78.7154,17507.621,0.013972186,9.7,,0.803
Togo,26297.939135381115,22.48748577929465,204.08077360637088,0.16496018202502843,,,,,,43.53297445255475,1.0192917177914111,303819.4263363755,964.6634877384196,3.7031127545238096,65.03669557878426,2112609.8703703703,1434134.0666666667,846435.38,239057.4814814815,,9089742.0,167.12157,18.7,61.6194,2202.7268,26.591829999999998,2.1,0.7,0.547
Tonga,8555.355517633674,9.665529010238908,6.4300341296928325,0.00739476678043231,,,,,,45.605291970802924,0.5078808049535604,,,,,115371.07142857143,58720.142857142855,46800.275,36138.857142857145,,105053.0,145.90695,20.726,70.9857,6142.963400000001,0.01921559,15.0,,0.739
Trinidad and Tobago,112199.8646188851,108.9283276450512,2664.173492605233,2.497155858930603,,,,,,52.13927919708029,0.9186757726819541,374752.8700787402,1414.6050955414012,20.509039170492702,14.486503324817518,1096425.5786026202,563832.9934782608,511679.0798226164,123985.27027027027,3762.60447761194,1495922.0,291.60272,36.226,72.9709,23295.547,,12.7,3.02,0.8139999999999998
Tunisia,756524.4618885097,656.0642775881684,20525.605802047783,16.736632536973833,7.76063829787234,,,,,49.36921532846715,0.9626913214990138,2591685.3387096776,9726.281553398057,17.7436386523341,11.687166092889909,7392078.804597701,4318260.686781609,3595301.8966480447,868653.5696969697,31192.956204379563,12119336.0,78.00809,31.743999999999996,73.7719,10569.051,0.27373365,9.6,2.18,0.732
Turkey,10821131.287258249,9672.769624573379,69997.60068259385,57.689988623435724,16.265208333333334,,,,,42.12536496350365,0.8520335623159961,60164796.57788945,204980.56909547737,7.928707839987422,20.164518327924526,99756300.55924171,45376754.98341625,38829410.313432835,26437087.684549358,242556.2637540453,87058470.0,113.1173,32.072,76.0324,33149.5,0.44286466,14.5,2.85,0.855
Tuvalu,1170.749715585893,1.674061433447099,0.2832764505119454,0.0005688282138794084,,,,,,,0.2866758620689655,,,,,13037.666666666666,6553.416666666667,5304.636363636364,5517.333333333333,,10012.0,333.73334,24.256,64.5466,4591.3306,,20.3,,0.6529999999999999
Uganda,117136.23265073948,97.92889647326507,2480.3248009101253,2.065984072810011,,,,,,53.76440693430657,0.8094780638516993,1077752.7406832299,3605.986394557823,4.750342083377463,323.834374092734,5603094.9,5428661.565656566,6814650.444444444,287894.5,11556.983606557376,47312718.0,235.95012,16.338,62.7048,2280.0737,42.11563,4.6,,0.55
Ukraine,3581892.390784983,3152.050625711035,73660.37599544937,62.527303754266214,15.0276,,,,,41.495383211678835,0.9736721618953603,7677778.519784173,28222.33966244726,18.43603312485294,9.753229895735295,11899713.94198895,6531236.759668509,5265099.638888889,58180.64364640884,88628.86797752809,41048767.0,70.84702,41.451,71.624,10731.44,0.028825609,5.6,7.46,0.734
United Arab Emirates,732052.6052332196,606.9567690557452,1775.9994311717862,1.3361774744027304,19.785833333333333,,,,,44.236423357664236,1.0204030392156862,58607484.67021277,199199.37588652482,0.6982370760410959,633.3851995536529,15113748.344,8805515.72868217,8317851.668421052,3285950.0202702703,60840.0664652568,10242085.0,144.2141,30.903,78.71039999999999,74917.67,0.0,16.4,1.38,0.937
United Kingdom,15283002.037542662,14226.514220705347,168999.21160409556,132.03185437997723,9.594976076555023,9146.025876460768,7489.521396396396,900.5006402048656,,43.06886861313868,1.0564177606177605,185604641.1799486,647529.3118556701,4.790054651835686,74.51627161296534,100668680.57142857,44508437.674418606,36629559.742524914,32290809.407079645,247237.42166666666,68179315.0,281.8142,39.504000000000005,80.7422,47587.168,0.24510054,6.3,2.46,0.9400000000000001
United States,65189520.530716725,83958.4650974026,798118.3424345847,686.0870307167236,11.403157894736843,36706.53729181753,36406.19127272727,7703.354815351195,,48.40324817518248,1.0811431334622825,410386446.7011905,1086629.9095238096,8.212542591179977,17.624321063528008,471846074.6879271,214009733.39749432,181615607.81093395,49403463.81369427,771588.5541619157,341534041.0,37.33665,37.72,77.1982,64623.125,1.2491857,10.699999999999998,2.87,0.927
Uruguay,634940.4658703072,592.5381114903299,5219.471558589306,4.3720136518771335,6.66,,,,,37.462892335766426,1.0150853634577603,2077649.4055482165,8051.097883597884,8.540158048789682,68.84989953981481,6530991.365638766,2564986.138438881,2353986.4423357663,1611804.625,13815.596302003081,3390913.0,19.374432,35.496,75.43560000000001,24426.66,0.15517578,9.0,2.4300000000000006,0.8299999999999998
Uzbekistan,107561.40102389078,99.59101251422071,652.2389078498294,0.5779294653014789,11.375416666666666,,,,,38.66305656934306,1.0361648514851485,,,,,30581561.79310345,13006027.125,8920775.594202898,10798137.111111112,243985.03225806452,34938955.0,79.28904999999999,26.836000000000002,70.8616,8073.2104,2.2530925,7.0,3.98,0.727
Vanuatu,6221.5506257110355,6.83674630261661,7.34641638225256,0.007963594994311717,,,,,,29.245483576642336,0.6245718120805369,11723.0,,0.56390977,177.33333,133085.5,76981.36842105263,55631.94736842105,13325.181818181818,,313062.0,25.681870000000004,20.121,70.449,2785.9038,9.963333,15.6,,0.614
Vatican,23.053469852104666,0.01478953356086462,0.0,0.0,,,,,,,,,,,,,,,,,513.0,1165.909,59.875,,,,,,
Venezuela,380550.11604095565,314.38850967007966,4097.769624573379,3.3310580204778155,,,,,,55.20144160583941,1.0532985177865613,,,,,13351340.192307692,8310643.2,7169058.555555556,191596.8,,28213016.0,31.985733,28.810000000000002,70.5536,,,9.6,0.87,0.699
Vietnam,6385230.631968145,6612.059158134243,26685.67747440273,24.576791808873722,,,,,,54.68280109489051,0.9429572834645669,70073623.1011236,216251.1037037037,22.998090775,14.506819930752687,102142863.5181598,42994683.37717122,38493263.16483516,49457144.421052635,426162.4285714286,99680656.0,318.03265,31.938000000000002,73.6181,11396.531,0.9637949,6.1,2.6,0.726
Yemen,8519.149032992036,6.794653014789533,1591.5460750853242,1.2281001137656429,,,,,,25.444096715328467,0.7014425155925156,333264.5,,0.9955821249195402,216.11236684285714,798593.340425532,652600.0833333334,412614.02127659577,45666.04761904762,,38222880.0,72.395935,18.118,63.7534,,19.802757,5.4,0.71,0.424
Zambia,229249.85096700795,199.02844141069397,2871.901592718999,2.3196814562002275,,,,,,31.79153284671533,0.930000614124872,1566342.113520408,4501.76253298153,7.267182033765281,59.79997455146699,2504450.934108527,922170.9905660377,1575582.4212598426,374941.5,18375.87591240876,20152934.0,27.109505,17.288,61.2234,3365.8738,64.349754,11.9,,0.569
Zimbabwe,169782.20307167235,151.62037564029595,3903.5113765642777,3.2650739476678043,,,,,,53.75140510948905,0.9775564210526315,702922.6706231454,2949.026813880126,7.371575070624195,48.13053781338482,6190705.040307102,3465021.5451055663,2480985.5489443378,247678.47792706333,23030.68656716418,16069061.0,41.538223,17.683,59.2531,2207.957,39.75453,2.1,1.7,0.55
